ID,Name,Latitude,Longitude,BikesAvailable,EmptySlots,Installed,Locked,Temporary,UpdateTime
34,"Pancras Road, King's Cross",51.5341235,-0.129386874,0,15,true,false,false,10:30
32,"Leonard Circus , Shoreditch",51.52469624,-0.084439283,41,0,true,false,false,10:30
33,"Altab Ali Park, Whitechapel",51.51681603,-0.067827542,2,13,true,false,false,10:30
38,"Abingdon Villas, Kensington",51.4973875,-0.197245586,9,8,true,false,false,10:30
39,"Shoreditch High Street, Shoreditch",51.5263778,-0.078130921,0,38,true,false,false,10:30
36,"De Vere Gardens, Kensington",51.50173726,-0.184980612,13,15,true,false,false,10:30
37,"Penywern Road, Earl's Court",51.49159394,-0.192369256,6,10,true,false,false,10:30
42,"Wenlock Road , Hoxton",51.53099181,-0.093903825,1,27,true,false,false,10:30
43,"Crawford Street, Marylebone",51.52026,-0.157183945,5,12,true,false,false,10:30
40,"Commercial Street, Shoreditch",51.52127071,-0.0755789,2,13,true,false,false,10:30
41,"Sun Street, Liverpool Street",51.52001715,-0.083911168,24,1,true,false,false,10:30
46,"Nesham Street, Wapping",51.507131,-0.06691,11,5,true,false,false,10:30
47,"Warwick Avenue Station, Maida Vale",51.52334476,-0.183846408,0,18,true,false,false,10:30
44,"Bruton Street, Mayfair",51.51073687,-0.144165239,5,6,true,false,false,10:30
45,"Harewood Avenue, Marylebone",51.52231968,-0.163849118,18,0,true,false,false,10:30
51,"Finsbury Library , Finsbury",51.52671796,-0.104298194,24,2,true,false,false,10:30
50,"East Road, Hoxton",51.52867339,-0.087459376,3,23,true,false,false,10:30
49,"Curzon Street, Mayfair",51.50706909,-0.145904427,16,0,true,false,false,10:30
48,"Godliman Street, St. Paul's",51.51248445,-0.099141408,16,9,true,false,false,10:30
55,"Finsbury Circus, Liverpool Street",51.51707521,-0.086685542,23,9,true,false,false,10:30
54,"Golden Lane, Barbican",51.52174785,-0.094475072,26,0,true,false,false,10:30
53,"Grafton Street, Mayfair",51.5099923,-0.143495266,17,1,true,false,false,10:30
52,"Roscoe Street, St. Luke's",51.52295439,-0.094934859,16,0,true,false,false,10:30
59,"Rodney Street, Angel",51.53176825,-0.114329032,0,28,true,false,false,10:30
58,"New Inn Yard, Shoreditch",51.52452699,-0.079248081,15,2,true,false,false,10:30
57,"Guilford Street , Bloomsbury",51.52334672,-0.120202614,16,21,true,false,false,10:30
56,"Paddington Street, Marylebone",51.52058381,-0.154701411,3,13,true,false,false,10:30
63,"Murray Grove , Hoxton",51.53089041,-0.089782579,0,27,true,false,false,10:30
62,"Cotton Garden Estate, Kennington",51.4907579,-0.106323685,0,23,true,false,false,10:30
61,"Great Dover Street, Borough",51.49738251,-0.089446947,12,21,true,false,false,10:30
60,"Lisson Grove, St. John's Wood",51.52644828,-0.172190727,1,17,true,false,false,10:30
68,"Theobalds Road , Holborn",51.52059681,-0.116688468,23,3,true,false,false,10:30
69,"Euston Road, Euston",51.5262363,-0.134407652,16,7,true,false,false,10:30
70,"Calshot Street , King's Cross",51.53136059,-0.117069978,2,22,true,false,false,10:30
71,"Newgate Street , St. Paul's",51.5154186,-0.098850915,32,0,true,false,false,10:30
64,"William IV Street, Strand",51.50946212,-0.124749274,13,12,true,false,false,10:30
65,"Gower Place , Euston",51.52522753,-0.13518856,7,10,true,false,false,10:30
66,"Holborn Circus, Holborn",51.51795029,-0.108657431,38,1,true,false,false,10:30
67,"Hatton Garden, Holborn",51.51882555,-0.108028472,18,8,true,false,false,10:30
76,"Longford Street, Regent's Park",51.52559505,-0.144083893,10,11,true,false,false,10:30
77,"Russell Square Station, Bloomsbury",51.52341837,-0.124121774,0,25,true,false,false,10:30
72,"Farringdon Lane, Clerkenwell",51.52352001,-0.108340165,9,7,true,false,false,10:30
73,"Old Street Station, St. Luke's",51.52572618,-0.088486188,10,27,true,false,false,10:30
74,"Vauxhall Cross, Vauxhall",51.48591714,-0.124469948,12,5,true,false,false,10:30
75,"Torrens Street, Angel",51.53219984,-0.105480698,1,18,true,false,false,10:30
85,"Tanner Street, Bermondsey",51.50064702,-0.078600401,1,18,true,false,false,10:30
84,"Breams Buildings, Holborn",51.51593725,-0.111778348,24,0,true,false,false,10:30
87,"Devonshire Square, Liverpool Street",51.51646835,-0.079684557,14,0,true,false,false,10:30
86,"Sancroft Street, Vauxhall",51.48947903,-0.115156562,1,23,true,false,false,10:30
81,"Great Titchfield Street, Fitzrovia",51.52025302,-0.141327271,18,1,true,false,false,10:30
80,"Webber Street , Southwark",51.50069361,-0.102091246,10,14,true,false,false,10:30
83,"Panton Street, West End",51.50963938,-0.131510949,15,6,true,false,false,10:30
82,"Chancery Lane, Holborn",51.514274,-0.111257,13,0,true,false,false,10:30
93,"Cloudesley Road, Angel",51.53440868,-0.109025404,1,36,true,false,false,10:30
92,"Borough Road, Elephant & Castle",51.49889832,-0.100440521,30,10,true,false,false,10:30
95,"Aldersgate Street, Barbican",51.5208417,-0.097340162,14,0,true,false,false,10:30
94,"Bricklayers Arms, Borough",51.49506109,-0.085814489,0,28,true,false,false,10:30
89,"Tavistock Place, Bloomsbury",51.5262503,-0.123509611,1,18,true,false,false,10:30
88,"Bayley Street , Bloomsbury",51.51858757,-0.132053392,25,0,true,false,false,10:30
91,"Walnut Tree Walk, Vauxhall",51.49368637,-0.111014912,0,20,true,false,false,10:30
90,"Harrington Square, Camden Town",51.53301907,-0.139174593,3,24,true,false,false,10:30
102,"Jewry Street, Aldgate",51.51340693,-0.076793375,17,0,true,false,false,10:30
103,"Vicarage Gate, Kensington",51.50472376,-0.192538767,0,18,true,false,false,10:30
100,"Albert Embankment, Vauxhall",51.49043573,-0.122806861,16,8,true,false,false,10:30
101,"Queen Street, Bank",51.51155322,-0.0929401,19,3,true,false,false,10:30
98,"Hampstead Road, Euston",51.52554222,-0.138231303,10,44,true,false,false,10:30
99,"Old Quebec Street, Marylebone",51.51457763,-0.158264483,15,1,true,false,false,10:30
96,"Falkirk Street, Hoxton",51.53095071,-0.078505384,10,16,true,false,false,10:30
97,"Gloucester Road (North), Kensington",51.49792478,-0.183834706,15,1,true,false,false,10:30
110,"Wellington Road, St. John's Wood",51.53304322,-0.172528678,6,10,true,false,false,10:30
111,"Park Lane , Hyde Park",51.5100172,-0.157275636,12,16,true,false,false,10:30
108,"Abbey Orchard Street, Westminster",51.49812559,-0.132102166,23,6,true,false,false,10:30
109,"Soho Square , Soho",51.51563144,-0.132328837,29,2,true,false,false,10:30
106,"Woodstock Street, Mayfair",51.51410514,-0.147301667,13,7,true,false,false,10:30
107,"Finsbury Leisure Centre, St. Luke's",51.52600832,-0.096317627,13,6,true,false,false,10:30
104,"Crosswall, Tower",51.51159481,-0.077121322,24,10,true,false,false,10:30
105,"Westbourne Grove, Bayswater",51.51552971,-0.190240716,12,14,true,false,false,10:30
119,"Bath Street, St. Luke's",51.52589324,-0.090847761,5,11,true,false,false,10:30
118,"Rochester Row, Westminster",51.49582705,-0.13547809,6,7,true,false,false,10:30
117,"Lollard Street, Vauxhall",51.49288067,-0.114934001,3,21,true,false,false,10:30
116,"Little Argyll Street, West End",51.51449962,-0.141423695,20,0,true,false,false,10:30
115,"Braham Street, Aldgate",51.51423368,-0.073537654,32,0,true,false,false,10:30
114,"Park Road (Baker Street), Regent's Park",51.52451738,-0.158963647,16,6,true,false,false,10:30
113,"Gloucester Road (Central), South Kensington",51.49646288,-0.183289032,12,6,true,false,false,10:30
112,"Stonecutter Street, Holborn",51.51580998,-0.105270275,35,9,true,false,false,10:30
127,"Wood Street, Guildhall",51.51700801,-0.09388536,15,0,true,false,false,10:30
126,"Museum of London, Barbican",51.51782144,-0.096496865,48,0,true,false,false,10:30
125,"Borough High Street, The Borough",51.50069491,-0.094524319,13,8,true,false,false,10:30
124,"Eaton Square, Belgravia",51.49654462,-0.150905245,11,7,true,false,false,10:30
123,"St. John Street, Finsbury",51.52836014,-0.104724625,3,15,true,false,false,10:30
122,"Norton Folgate, Liverpool Street",51.52111369,-0.078869751,18,4,true,false,false,10:30
121,"Baker Street, Marylebone",51.51891348,-0.156166631,19,3,true,false,false,10:30
120,"The Guildhall, Guildhall",51.51573534,-0.093080779,14,2,true,false,false,10:30
137,"Bourne Street, Belgravia",51.49087475,-0.153319609,7,9,true,false,false,10:30
136,"Queen Victoria Street, St. Paul's",51.51196176,-0.097441687,29,1,true,false,false,10:30
139,"Lambeth Road, Vauxhall",51.49488108,-0.117974901,17,1,true,false,false,10:30
138,"Green Street, Mayfair",51.51227622,-0.157436972,4,14,true,false,false,10:30
141,"Chapel Place, Marylebone",51.51530805,-0.147203711,21,8,true,false,false,10:30
140,"Finsbury Square , Moorgate",51.52096262,-0.085634242,25,8,true,false,false,10:30
143,"Pont Street, Knightsbridge",51.4968865,-0.161203828,22,2,true,false,false,10:30
142,"West Cromwell Road, Earl's Court",51.49372451,-0.198286569,0,23,true,false,false,10:30
129,"Golden Square, Soho",51.5118973,-0.137043852,15,3,true,false,false,10:30
128,"Emperor's Gate, South Kensington",51.49536226,-0.185296516,1,21,true,false,false,10:30
131,"Eversholt Street , Camden Town",51.53300545,-0.136792671,6,10,true,false,false,10:30
130,"Tower Gardens , Tower",51.50950627,-0.075459482,23,0,true,false,false,10:30
133,"Derry Street, Kensington",51.50136494,-0.191462381,15,2,true,false,false,10:30
132,"Bethnal Green Road, Shoreditch",51.52364804,-0.074754872,0,33,true,false,false,10:30
135,"Clerkenwell Green, Clerkenwell",51.52326004,-0.104708922,17,3,true,false,false,10:30
134,"Wapping High Street, Wapping",51.504904,-0.06797,12,8,true,false,false,10:30
152,"Hampton Street, Walworth",51.49217002,-0.101536865,0,19,true,false,false,10:30
153,"Bayswater Road, Hyde Park",51.51183419,-0.174292825,11,15,true,false,false,10:30
154,"Waterloo Station 3, Waterloo",51.50379168,-0.11282408,0,33,true,false,false,10:30
155,"Lexham Gardens, Kensington",51.49586666,-0.191933711,1,17,true,false,false,10:30
156,"New Kent Road, Borough",51.49443626,-0.092921165,13,20,true,false,false,10:30
157,"Wright's Lane, Kensington",51.50039792,-0.193068385,10,26,true,false,false,10:30
158,"Trebovir Road, Earl's Court",51.49085368,-0.196170309,14,3,true,false,false,10:30
159,"Great Marlborough Street, Soho",51.51461995,-0.137841333,39,0,true,false,false,10:30
144,"Kennington Cross, Kennington",51.48894022,-0.111435796,1,46,true,false,false,10:30
145,"Ilchester Place, Kensington",51.50074359,-0.202759212,10,14,true,false,false,10:30
146,"Vauxhall Bridge , Pimlico",51.48836528,-0.129361842,22,13,true,false,false,10:30
147,"Portugal Street, Holborn",51.51494305,-0.11614642,10,5,true,false,false,10:30
148,"Tachbrook Street, Victoria",51.49211134,-0.138364847,0,16,true,false,false,10:30
149,"Kennington Road Post Office, Oval",51.48478899,-0.110683213,4,13,true,false,false,10:30
150,"Holy Trinity Brompton, Knightsbridge",51.49705603,-0.168917077,10,18,true,false,false,10:30
151,"Chepstow Villas, Notting Hill",51.51213691,-0.201554966,0,26,true,false,false,10:30
171,"Collingham Gardens, Earl's Court",51.4916156,-0.186753859,3,10,true,false,false,10:30
170,"Hardwick Street, Clerkenwell",51.52784273,-0.108068155,22,8,true,false,false,10:30
169,"Porchester Place, Paddington",51.51474612,-0.165164288,1,16,true,false,false,10:30
168,"Argyll Road, Kensington",51.50040123,-0.195455928,14,5,true,false,false,10:30
175,"Appold Street, Liverpool Street",51.52174384,-0.0811189,19,5,true,false,false,10:30
174,"Strand, Strand",51.512529,-0.115163,19,17,true,false,false,10:30
173,"Waterloo Roundabout, Waterloo",51.50486,-0.113001,3,11,true,false,false,10:30
172,"Sumner Place, South Kensington",51.49121192,-0.173715911,18,0,true,false,false,10:30
163,"Sloane Avenue, Knightsbridge",51.4931848,-0.167894973,29,0,true,false,false,10:30
162,"Southampton Place, Holborn",51.51760685,-0.121328408,7,12,true,false,false,10:30
161,"Guildhouse Street, Victoria",51.49234577,-0.141334487,2,14,true,false,false,10:30
160,"Waterloo Place, St. James's",51.50663341,-0.131773845,19,0,true,false,false,10:30
166,"Seville Street, Knightsbridge",51.50185512,-0.159237081,10,17,true,false,false,10:30
165,"Orsett Terrace, Bayswater",51.517932,-0.183716959,1,14,true,false,false,10:30
164,"Cleveland Gardens, Bayswater",51.515607,-0.183118788,11,5,true,false,false,10:30
186,"South Wharf Road, Paddington",51.51733558,-0.175810943,2,13,true,false,false,10:30
187,"Queen's Gate (South), South Kensington",51.49247977,-0.178433004,18,7,true,false,false,10:30
184,"Portland Place, Marylebone",51.52071513,-0.14521173,16,18,true,false,false,10:30
185,"Alderney Street, Pimlico",51.48805753,-0.140741432,2,12,true,false,false,10:30
190,"Rampayne Street, Pimlico",51.48997562,-0.132845681,2,19,true,false,false,10:30
191,"Hyde Park Corner, Hyde Park",51.50311799,-0.153520935,8,15,true,false,false,10:30
188,"Nutford Place, Marylebone",51.5165179,-0.164393768,0,16,true,false,false,10:30
189,"Claremont Square, Angel",51.53166681,-0.109914711,0,18,true,false,false,10:30
178,"Warwick Square, Pimlico",51.48985626,-0.141923621,6,12,true,false,false,10:30
176,"Gloucester Terrace, Bayswater",51.51791921,-0.188098863,0,23,true,false,false,10:30
177,"Ashley Place, Victoria",51.49616092,-0.140947636,15,10,true,false,false,10:30
182,"Bell Street , Marylebone",51.52202903,-0.165842551,14,2,true,false,false,10:30
180,"North Audley Street, Mayfair",51.5129118,-0.153645496,10,7,true,false,false,10:30
181,"Belgrave Square, Belgravia",51.49941247,-0.152317537,21,0,true,false,false,10:30
205,"New Road  2, Whitechapel",51.518144,-0.06275,7,10,true,false,false,10:30
204,"Margery Street, Clerkenwell",51.52659961,-0.112432615,3,15,true,false,false,10:30
207,"Grosvenor Crescent, Belgravia",51.50135267,-0.153194766,9,7,true,false,false,10:30
206,"New Road 1 , Whitechapel",51.518154,-0.062697,7,11,true,false,false,10:30
201,"Dorset Square, Marylebone",51.5225965,-0.161113413,15,1,true,false,false,10:30
200,"LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,1,12,true,false,false,10:30
203,"West Smithfield Rotunda, Farringdon",51.51821864,-0.100791005,9,6,true,false,false,10:30
202,"Leman Street, Aldgate",51.51236389,-0.06954201,26,11,true,false,false,10:30
197,"Stamford Street, South Bank",51.50556905,-0.111606696,3,24,true,false,false,10:30
196,"Union Street, The Borough",51.50368837,-0.098497684,6,10,true,false,false,10:30
199,"Great Tower Street, Monument",51.51048489,-0.082989638,11,10,true,false,false,10:30
193,"Bankside Mix, Bankside",51.50581776,-0.100186337,60,0,true,false,false,10:30
192,"Wardour Street, Soho",51.51251523,-0.133201961,9,7,true,false,false,10:30
195,"Milroy Walk, South Bank",51.50724437,-0.106237501,19,11,true,false,false,10:30
194,"Hop Exchange, The Borough",51.50462759,-0.091773776,5,50,true,false,false,10:30
220,"Chelsea Green, Chelsea",51.49066456,-0.166485083,16,11,true,false,false,10:30
221,"Horseferry Road, Westminster",51.49481649,-0.13045856,16,0,true,false,false,10:30
222,"Knightsbridge, Hyde Park",51.50275704,-0.155349725,12,31,true,false,false,10:30
223,"Rodney Road , Walworth",51.49148474,-0.090220911,3,21,true,false,false,10:30
216,"Old Brompton Road, South Kensington",51.49094565,-0.181190899,10,19,true,false,false,10:30
217,"Wormwood Street, Liverpool Street",51.51615461,-0.082422399,2,11,true,false,false,10:30
218,"St. Luke's Church, Chelsea",51.48971651,-0.170194408,14,6,true,false,false,10:30
219,"Bramham Gardens, Earl's Court",51.49016361,-0.19039362,14,13,true,false,false,10:30
212,"Campden Hill Road, Notting Hill",51.50658458,-0.199004026,3,14,true,false,false,10:30
213,"Wellington Arch, Hyde Park",51.50274025,-0.149569201,15,17,true,false,false,10:30
214,"Endsleigh Gardens, Euston",51.52683806,-0.130504336,0,32,true,false,false,10:30
215,"Moorfields, Moorgate",51.51906932,-0.088285377,38,16,true,false,false,10:30
208,"Mallory Street, Marylebone",51.52505151,-0.166304359,11,8,true,false,false,10:30
209,"Denyer Street, Knightsbridge",51.49358391,-0.165101392,22,8,true,false,false,10:30
210,"Hinde Street, Marylebone",51.51681444,-0.151926305,19,2,true,false,false,10:30
211,"Cadogan Place, Knightsbridge",51.49464523,-0.158105512,31,3,true,false,false,10:30
239,"Warren Street Station, Euston",51.52443845,-0.138019439,20,5,true,false,false,10:30
238,"Frampton Street, Paddington",51.5233534,-0.175116099,15,15,true,false,false,10:30
237,"Vaughan Way, Wapping",51.5084448,-0.067176443,23,26,true,false,false,10:30
236,"Fashion Street, Whitechapel",51.51838043,-0.073438925,10,19,true,false,false,10:30
235,"Kennington Road  , Vauxhall",51.49571828,-0.110889274,5,31,true,false,false,10:30
234,"Liverpool Road (N1 Centre), Angel",51.53450449,-0.106992706,11,13,true,false,false,10:30
233,"Pall Mall East, West End",51.50777049,-0.130699733,22,0,true,false,false,10:30
232,"Carey Street, Holborn",51.51501025,-0.112753217,16,0,true,false,false,10:30
231,"Queen's Gate (Central), South Kensington",51.49396755,-0.17873226,0,31,true,false,false,10:30
230,"Poured Lines, Bankside",51.50669284,-0.103137426,16,15,true,false,false,10:30
229,"Whitehall Place, Strand",51.50654321,-0.123179697,7,17,true,false,false,10:30
228,"St. James's Square, St. James's",51.50742485,-0.134621209,40,0,true,false,false,10:30
227,"Great Percy Street, Clerkenwell",51.52891573,-0.115480888,1,22,true,false,false,10:30
226,"Charles II Street, West End",51.50844614,-0.131961389,17,7,true,false,false,10:30
225,"Notting Hill Gate Station, Notting Hill",51.50935342,-0.196422,9,20,true,false,false,10:30
224,"Whiteley's, Bayswater",51.51476963,-0.188129731,9,7,true,false,false,10:30
254,"Chadwell Street, Angel",51.53051587,-0.106408455,2,16,true,false,false,10:30
255,"Clifton Road, Maida Vale",51.52557531,-0.179592915,0,22,true,false,false,10:30
252,"Jubilee Gardens, South Bank",51.5046364,-0.116542278,13,17,true,false,false,10:30
253,"Shoreditch Park, Hoxton",51.53404294,-0.086379717,3,26,true,false,false,10:30
250,"Royal Avenue 1, Chelsea",51.489932,-0.162727,5,5,true,false,false,10:30
251,"Brushfield Street, Liverpool Street",51.518908,-0.079249,25,5,true,false,false,10:30
248,"Triangle Car Park, Hyde Park",51.50645179,-0.170279555,17,7,true,false,false,10:30
249,"Harper Road, Borough",51.49859784,-0.096191134,12,30,true,false,false,10:30
246,"Berry Street, Clerkenwell",51.52285301,-0.099994052,39,1,true,false,false,10:30
247,"St. John's Wood Church, Regent's Park",51.530052,-0.168314,14,36,true,false,false,10:30
244,"Earnshaw Street , Covent Garden",51.51611887,-0.128585022,18,0,true,false,false,10:30
245,"Grosvenor Road, Pimlico",51.4853572,-0.142207481,9,19,true,false,false,10:30
242,"Beaumont Street, Marylebone",51.52200801,-0.151359288,4,17,true,false,false,10:30
243,"Gloucester Street, Pimlico",51.49096258,-0.139625122,2,23,true,false,false,10:30
240,"Colombo Street, Southwark",51.50545935,-0.10569204,2,13,true,false,false,10:30
275,"Barbican Centre, Barbican",51.52004497,-0.092176447,16,3,true,false,false,10:30
274,"Warwick Road, Olympia",51.49671237,-0.20528437,22,13,true,false,false,10:30
273,"Belvedere Road, South Bank",51.50613324,-0.114686385,7,31,true,false,false,10:30
272,"Baylis Road, Waterloo",51.50144456,-0.110699309,5,17,true,false,false,10:30
279,"North Wharf Road, Paddington",51.51862243,-0.176645823,0,25,true,false,false,10:30
278,"Tooley Street, Bermondsey",51.5034938,-0.07962099,6,8,true,false,false,10:30
277,"Kensington Church Street, Kensington",51.50315739,-0.191496313,6,11,true,false,false,10:30
276,"Lower Thames Street, Monument",51.50930161,-0.084985356,15,8,true,false,false,10:30
283,"Kingsway, Covent Garden",51.51440928,-0.118478757,13,3,true,false,false,10:30
282,"Royal London Hospital, Whitechapel",51.51906446,-0.059642081,17,24,true,false,false,10:30
281,"Smith Square, Westminster",51.49580589,-0.127575233,17,0,true,false,false,10:30
280,"Royal Avenue 2, Chelsea",51.490083,-0.162418,3,7,true,false,false,10:30
287,"Bedford Way, Bloomsbury",51.52367314,-0.128377673,2,21,true,false,false,10:30
286,"St. John's Wood Road, St. John's Wood",51.5272947,-0.174653609,7,28,true,false,false,10:30
284,"Lambeth North Station, Waterloo",51.49914063,-0.112031483,2,16,true,false,false,10:30
259,"Embankment (Horse Guards), Westminster",51.50494561,-0.123247648,11,17,true,false,false,10:30
256,"Houghton Street, Strand",51.51362054,-0.116764211,8,7,true,false,false,10:30
257,"Westminster University, Marylebone",51.52248185,-0.154907218,2,12,true,false,false,10:30
262,"LSBU (Borough Road), Elephant & Castle",51.49874469,-0.103132904,12,23,true,false,false,10:30
263,"St. Mary Axe, Aldgate",51.51422502,-0.080660083,19,0,true,false,false,10:30
260,"Broadwick Street, Soho",51.5136846,-0.135580879,18,0,true,false,false,10:30
261,"Princes Square, Bayswater",51.5134891,-0.191351186,9,6,true,false,false,10:30
266,"Queen's Gate (North), Kensington",51.50102668,-0.180246101,18,0,true,false,false,10:30
267,"Regency Street, Westminster",51.49206037,-0.132224622,17,2,true,false,false,10:30
264,"Tysoe Street, Clerkenwell",51.52644342,-0.109256828,17,2,true,false,false,10:30
265,"Southwick Street, Paddington",51.51595344,-0.169249375,0,14,true,false,false,10:30
270,"Kennington Lane Rail Bridge, Vauxhall",51.4863434,-0.122492418,6,30,true,false,false,10:30
271,"London Zoo, Regents Park",51.53583617,-0.156285395,0,29,true,false,false,10:30
268,"Belgrave Road, Victoria",51.49320445,-0.144132875,6,23,true,false,false,10:30
269,"Empire Square, The Borough",51.50082346,-0.089740764,29,17,true,false,false,10:30
305,"Kennington Lane Tesco, Vauxhall",51.48677988,-0.115853961,10,5,true,false,false,10:30
304,"Cumberland Gate, Hyde Park",51.51211869,-0.16209757,5,12,true,false,false,10:30
307,"Black Lion Gate, Kensington Gardens",51.50990837,-0.187842717,11,13,true,false,false,10:30
306,"Rathbone Street, Fitzrovia",51.51816295,-0.135025698,15,0,true,false,false,10:30
309,"Embankment (Savoy), Strand",51.50963123,-0.119047563,36,5,true,false,false,10:30
308,"Long Lane , Bermondsey",51.49907558,-0.085666316,5,15,true,false,false,10:30
311,"Foley Street, Fitzrovia",51.51918144,-0.140485596,18,6,true,false,false,10:30
310,"Black Prince Road, Vauxhall",51.4908679,-0.116911864,3,16,true,false,false,10:30
313,"Wells Street, Fitzrovia",51.51734403,-0.138072691,37,1,true,false,false,10:30
312,"Grove End Road, St. John's Wood",51.53088935,-0.176770502,15,4,true,false,false,10:30
315,"The Tennis Courts, Regent's Park",51.52536703,-0.153463612,4,11,true,false,false,10:30
314,"Tyers Gate, Bermondsey",51.50088934,-0.083159352,24,12,true,false,false,10:30
317,"Dickens Square, Borough",51.49679128,-0.093913472,23,9,true,false,false,10:30
316,"Cardinal Place, Victoria",51.49768448,-0.141943703,21,0,true,false,false,10:30
319,"Baldwin Street, St. Luke's",51.52702563,-0.088542771,8,13,true,false,false,10:30
318,"Sackville Street, Mayfair",51.51004801,-0.138846453,17,1,true,false,false,10:30
288,"Elizabeth Bridge, Victoria",51.49236962,-0.147478734,27,6,true,false,false,10:30
289,"South Audley Street, Mayfair",51.50923022,-0.151296092,14,1,true,false,false,10:30
290,"Winsland Street, Paddington",51.51678023,-0.175488803,1,14,true,false,false,10:30
291,"Claverton Street, Pimlico",51.48483991,-0.138089062,9,23,true,false,false,10:30
292,"Montpelier Street, Knightsbridge",51.49888404,-0.165471605,10,6,true,false,false,10:30
293,"Kensington Olympia Station, Olympia",51.49815779,-0.209494128,1,24,true,false,false,10:30
294,"St. George's Square, Pimlico",51.488226,-0.135635511,2,12,true,false,false,10:30
295,"Swan Street, The Borough",51.50029631,-0.092762704,5,22,true,false,false,10:30
296,"Knaresborough Place, Earl's Court",51.49363156,-0.190603326,5,13,true,false,false,10:30
297,"Geraldine Street, Elephant & Castle",51.49612799,-0.106000855,8,9,true,false,false,10:30
298,"Curlew Street, Shad Thames",51.50227992,-0.074189225,1,18,true,false,false,10:30
299,"Vincent Square, Westminster",51.49398524,-0.136928582,6,13,true,false,false,10:30
300,"Serpentine Car Park, Hyde Park",51.50501351,-0.172729559,11,5,true,false,false,10:30
301,"Marylebone Lane, Marylebone",51.51475963,-0.148105415,13,9,true,false,false,10:30
303,"Albert Gate, Hyde Park",51.50295379,-0.158456089,23,3,true,false,false,10:30
343,"London Zoo Car Park, Regent's Park",51.53692216,-0.150181444,0,36,true,false,false,10:30
341,"Craven Street, Strand",51.50810309,-0.12602103,13,7,true,false,false,10:30
340,"Bank of England Museum, Bank",51.51444134,-0.087587447,12,3,true,false,false,10:30
339,"Risinghill Street, Angel",51.5333196,-0.111781191,0,25,true,false,false,10:30
338,"Wellington Street , Strand",51.51175646,-0.119643424,13,0,true,false,false,10:30
337,"Pembridge Villas, Notting Hill",51.51108452,-0.197524944,1,15,true,false,false,10:30
336,"Concert Hall Approach 2, South Bank",51.504942,-0.115533,2,16,true,false,false,10:30
351,"Macclesfield Rd, St Lukes",51.529423,-0.097122,0,27,true,false,false,10:30
