Norway;NOR;16.00484499
Oman;OMN;8.991922456
Pakistan;PAK;225.1880967
Palau;PLW;44.50434783
Panama;PAN;47.30965833
Papua New Guinea;PNG;15.14375304
Paraguay;PRY;16.2446514
Peru;PER;22.715625
Philippines;PHL;312.7779455
Poland;POL;125.5226824
Portugal;PRT;116.3004264
Puerto Rico;PRI;448.4780158
Qatar;QAT;151.7687662
Romania;ROU;93.18438668
Russia;RUS;8.655500105
Rwanda;RWA;430.6445075
Samoa;WSM;65.01766784
San Marino;SMR;525.5666667
Sao Tome and Principe;STP;171.875
Saudi Arabia;SAU;12.76835265
Senegal;SEN;64.58214304
Serbia;SRB;83.36382346
Seychelles;SYC;189.1304348
Sierra Leone;SLE;81.91845853
Singapore;SGP;7252.857143
Sint Maarten (Dutch part);SXM;1113.248771
Slovak Republic;SVK;112.9132876
Slovenia;SVN;101.7378352
Solomon Islands;SLB;19.22115041
Somalia;SOM;14.87391207
South Africa;ZAF;41.16281176
South Sudan;SSD;
Spain;ESP;92.36367281
Sri Lanka;LKA;332.6423218
St. Kitts and Nevis;KNA;200
St. Lucia;LCA;285.2459016
St. Martin (French part);MAF;555.7904412
St. Vincent and the Grenadines;VCT;279.4871795
Sudan;SDN;18.32996633
Suriname;SUR;3.365384615
Swaziland;SWZ;61.39534884
Sweden;SWE;22.85421845
Switzerland;CHE;195.65
Syrian Arab Republic;SYR;111.3489081
Tajikistan;TJK;49.14975707
Tanzania;TZA;50.62203658
Thailand;THA;135.2972264
Timor-Leste;TLS;75.58843309
Togo;TGO;110.8291965
Tonga;TON;144.4444444
Trinidad and Tobago;TTO;261.4035088
Tunisia;TUN;67.90036045
Turkey;TUR;94.52853969
Turkmenistan;TKM;10.72925755
Turks and Caicos Islands;TCA;40.37263158
Tuvalu;TUV;327.5666667
Uganda;UGA;167.278915
Ukraine;UKR;79.18076365
United Arab Emirates;ARE;89.85645933
United Kingdom;GBR;257.2314306
United States of America;USA;33.81816949
Uruguay;URY;19.18066507
Uzbekistan;UZB;66.35637047
Vanuatu;VUT;19.68826907
Venezuela. RB;VEN;32.68975682
Vietnam;VNM;280.3495985
Virgin Islands (U.S.);VIR;314.2857143
West Bank and Gaza;PSE;689.7009967
Yemen. Rep.;YEM;45.55751274
Zambia;ZMB;17.38925732
Zimbabwe;ZWE;32.49579941
